,title,link,description,pubDate,realDate
88,Kim Soo-hyun stars as counterfeit kingpin in Disney+ series 'Knock Off',https://www.koreatimes.co.kr/www/nation/2024/11/688_386858.html?na,"Disney confirms Season 2 of hit Korean series 'Moving'By Park Jin-haiSINGAPORE — Marina Bay Sands transformed into the entertainment world's epicenter on Thursday, hosting the 2024 Disney... ",2024-11,2024-11-21
89,Can Disney Cut Into Netflix’s Stand-Up Comedy Dominance?,https://www.nytimes.com/2024/11/23/arts/hulu-netflix-standup-comedy.html?partner=naver,"Disney now enters the stand-up game in a big way right after its streaming business reported making a profit for the first time. Along with considerable resources, Disney, under the Hulu banner... ",2024-11,2024-11-23
90,"Este es el secreto de un éxito de Disney, según Lin-Manuel Miranda",https://www.nytimes.com/es/2024/12/26/espanol/cultura/lin-manuel-miranda-mufasa-disney.html?partner=naver,"de Disney del remake fotorrealista de 2019 de El rey león, estaba, por decir lo menos, un poco... de Disney. Estaba editando su debut como director de largometrajes, la película biográfica de... ",2024-12,2024-12-26
91,Disney retira el argumento transgénero de su nueva serie ‘Win or Lose’,https://www.nytimes.com/es/2024/12/18/espanol/negocios/disney-pixar-win-lose.html?partner=naver,"Cuando Robert Iger regresó a Disney como director ejecutivo en 2022, dijo que algunos de los... Pixar, una división de Walt Disney Studios, eliminó el argumento de una historia transgénero de... ",2024-12,2024-12-19
92,"'Kang Full Universe' joins Disney+, creator says more to come",https://n.news.naver.com/mnews/article/044/0000264846?sid=104,"Kang Full (Walt Disney Company Korea) &quot;Light Shop,&quot; a series Disney+ hopes can compete with Netflix's &quot;Squid Game 2&quot; during the holiday season, is poised to live up to that expectation. According... ",2024-12,2024-12-24
93,Lin-Manuel Miranda on ‘Mufasa’ and the Secret to a Disney Hit,https://www.nytimes.com/2024/12/22/arts/music/lin-manuel-miranda-mufasa.html?partner=naver,"“Mufasa,” Disney’s new photorealistic prequel to the 2019 remake of “The Lion King... from Disney. He was editing his feature directorial debut, the Jonathan Larson biopic “Tick, Tick... ",2024-12,2024-12-22
94,Disney Pulls Transgender Story Line From New Series,https://www.nytimes.com/2024/12/17/business/media/disney-pixar-win-or-lose.html?partner=naver,"Pixar, a division of Walt Disney Studios, removed a transgender story line from its animated series “Win or Lose,” which is set to start streaming in February, Disney said on Tuesday. The... ",2024-12,2024-12-18
95,This R-Rated Disney+ Blockbuster Is Now Coming To Cable TV,https://www.wikitree.co.kr/articles/1011622,MBC’s upcoming broadcast of Disney+ drama Moving has been officially rated ‘R’ (19... on Disney+ last summer. MBC has finalized its TV broadcast schedule for the series. Episodes 1 and 2... ,2024-12,2024-12-20
96,Seventeen makes Disney history as first K-pop act to perform at Christmas...,https://m.entertain.naver.com/article/640/0000062906,"Boy band Seventeen will be the first K-pop act to perform at Disney's Christmas-themed show, “Disney Parks Magical Christmas Day Parade,” which takes place on Christmas Day. Seventeen will... ",2024-12,2024-12-12
97,"After Disney+ adaptation, 'Light Shop' webtoon sees explosive popularity",https://n.news.naver.com/mnews/article/044/0000264709?sid=104,"behind Disney+’s original series of the same name, is enjoying a dramatic surge in popularity following the success of its adaptation. After episodes 5 and 6 of Disney+’s &quot;Light Shop&quot; were... ",2024-12,2024-12-20
98,Walt Disney bajo una capa de pintura gris,https://www.nytimes.com/es/2024/12/17/espanol/walt-disney-fotografia-archivo.html?partner=naver,"Walt Disney. La foto se tomó cuando Stravinsky hizo un viaje a los estudios de Disney, aunque se desconoce el año. Stravinsky era el único compositor de Fantasía que seguía vivo cuando la... ",2024-12,2024-12-17
99,"‘Bluey’ Is Headed to Theaters, Backed by Disney",https://www.nytimes.com/2024/12/17/business/bluey-movie-disney-bbc.html?partner=naver,Walt Disney Company will collaborate on a movie about the hit children’s character. Mickey Mouse and Bluey are expanding their business partnership. BBC Studios and the Walt Disney Company said... ,2024-12,2024-12-17
100,Disney+'s 'Unmasked' eyes to captivate audiences with serious issues in l...,https://n.news.naver.com/mnews/article/001/0015148712?sid=104,"Disney-Korean original series Disney+'s 'Unmasked' eyes to captivate audiences with serious issues in lighthearted tone By Woo Jae-yeon SEOUL, Jan. 8 (Yonhap) -- Disney+'s Korean original series... ",2025-01,2025-01-08
101,G-Dragon’s music show ‘Good Day’ with star producer to stream on Disn...,https://www.koreatimes.co.kr/www/nation/2025/01/688_391045.html?na,on Disney+. The streaming platform announced Thursday that the show will debut locally on Feb.... every Sundays on MBC and stream on Disney+. It will also be available for global streaming... ,2025-01,2025-01-24
102,"Bored over the Lunar New Year? What to watch on Netflix, Apple TV+ and Di...",https://m.entertain.naver.com/article/640/0000064843,"and Disney+? To save you from endlessly scrolling through options, the Korea JoongAng Daily has... On Disney+ One of the most successful Korean film franchises is undoubtedly “The Round-up”... ",2025-01,2025-01-28
103,"Kim Hye-soo, Jun Ji-hyun, Gang Dong-won, Kim Soo-hyun… Disney Plus Kore...",https://www.wikitree.co.kr/articles/1016226,"Disney+ has unveiled its highly anticipated lineup of Korean original dramas for 2025, capturing... ▣ Opening 2025: Trigger The first Disney+ original series of the year, Trigger, premieres on... ",2025-01,2025-01-07
104,Jung Sung-il breaks stereotypes as a millennial newbie in Disney+‘s Unm...,https://n.news.naver.com/mnews/article/023/0003882805?sid=104,"in Disney+’s latest series, “Unmasked.” Jung, who previously took on authoritative roles such as construction company CEO (The Glory), general (Uprising), and king (Moonshine), steps into a... ",2025-01,2025-01-16
105,"The Best Movies and TV Shows Coming to Disney+, Amazon, Apple TV+ and Mor...",https://www.nytimes.com/2025/01/02/arts/television/january-streaming-movies-shows.html?partner=naver,22 “Prime Target” New to Disney+ ‘Your Friendly Neighborhood Spider-Man’ Season 1 Starts streaming: Jan. 29 Spider-Man finally joins the Marvel Cinematic Universe’s television division... ,2025-01,2025-01-03
106,"디즈니 레전드 애니 ‘주토피아2’, 11월 개봉..설날 기념 특별 포스터...",http://www.breaknews.com/1088224,&gt; Disney Legend Animation 'Zootopia 2' to be released in November.. Special poster to commemorate Lunar New Year released Nick and Judy's Another Journey in 'Zootopia City' Break News Reporter Park Dong-je = Disney Legend... ,2025-01,2025-01-27
107,Song Hye-kyo’s Dream Co-star: The Actor Behind a Sensational K-Drama in...,https://www.wikitree.co.kr/articles/1020981,"The Disney+ original series 'Trigger' has set a significant record, capturing global attention.... 1 spot in Disney+ Korea's overall content rankings on FlixPatrol for seven consecutive days.... ",2025-01,2025-01-24
108,"추자현, 디즈니+ ‘트리거’ 특별출연..김혜수와 팽팽한 대립각 ‘시선...",http://www.breaknews.com/1087242,"It is assumed that there may be errors in the English translation.&gt; Choo Ja-hyun to make a special appearance in Disney+'Trigger'... Tense confrontation with Kim Hye-soo 'focuses' Disney+ original series, overwhelming... ",2025-01,2025-01-22
109,디즈니 스튜디오 2025년 라인업..‘주토피아2’·‘백설공주’→‘아바...,http://www.breaknews.com/1087538,It is assumed that there may be errors in the English translation.&gt; Disney Studios 2025 Lineup..'Zootopia 2'·'Snow White'→'Avatar: Fire and Ashes' Three of the Top 4 Global Box Office Hits in 2024 Are Disney Studio Works... ,2025-01,2025-01-23
110,The era of 'two OTT subscriptions' per person,https://it.chosun.com/news/articleView.html?idxno=2023092134894,"The &quot;T Space Pass with Disney Plus&quot; offers up to one line (+5,000 won) for simultaneous connection with the Disney Plus Standard ticket for 14,900 won (11.06 US dollars). The measure is aimed at... ",2025-02,2025-02-25
111,"‘Capitán América: Un nuevo mundo’ no es una gran película, pero no ...",https://www.nytimes.com/es/2025/02/23/espanol/cultura/capitan-america-diversidad-anthony-mackie.html?partner=naver,"Sin embargo, hay una forma de que Disney haga lo correcto por él y por la próxima generación... En cierto modo, el momento elegido por Disney en relación con la diversidad siempre iba a ser... ",2025-02,2025-02-23
112,Disney Returns to Its Steamrolling Self,https://www.nytimes.com/2025/02/05/business/media/disney-q4-2024-earnings.html?partner=naver,"You might even call it a Disney renaissance. After a period of turmoil — culture war spats... challenges — Disney has returned to its stable, steamrolling self. Robert A. Iger, the chief... ",2025-02,2025-02-05
113,"디즈니 최초 프린세스 ‘백설공주’, 3월 19일 개봉 확정..“현대적 감각...",http://www.breaknews.com/1094857,It is assumed that there may be errors in the English translation.&gt; Disney's first princess 'Snow White' confirmed to be released on March 19th.. &quot;A modern reinterpretation&quot; Disney's first fantasy musical film of 2025 Break... ,2025-02,2025-02-24
114,Disney to Diminish Content Warnings Shown Before Classic Films,https://www.nytimes.com/2025/02/12/movies/disney-content-warnings-language.html?partner=naver,Pan.” Disney is preparing to downplay the content warnings on its streaming service that... The content warning that currently autoplays on Disney+ before movies such as “Dumbo” (1941) and... ,2025-02,2025-02-13
115,"‘캡틴 아메리카: 브레이브 뉴 월드’, 개봉 10일째 100만 돌파..꾸준한...",http://www.breaknews.com/1094405,", Import/Distribution: Walt Disney Company Korea] Import/Distribution company Walt Disney Company Korea announced on the 21st, “The movie , which has been taking the top spot at the domestic and international box office... ",2025-02,2025-02-21
116,"Universal’s Theme Parks, Long in Disney’s Shadow, Expand at Dizzying P...",https://www.nytimes.com/2025/02/21/business/universal-theme-parks-expansion-disney.html?partner=naver,"Universal is going after Disney, the industry leader, with new parks in Florida and Texas: “We... Woodbury saw an even bigger opportunity to lift the business firmly out of Disney’s shadow.... ",2025-02,2025-02-21
117,"The Best Movies and TV Shows Coming to Disney+, Amazon, Max, Apple TV+ an...",https://www.nytimes.com/2025/02/01/arts/television/movies-tv-shows-february-2025-streaming.html?partner=naver,"21 “Onside: Major League Soccer” “Surface” Season 2 New to Disney+ ‘Win or Lose’ Starts streaming: Feb. 19 Pixar has produced multiple short film series for the Disney+ service, but... ",2025-02,2025-02-01
118,Korean Film &amp; Drama Industry in Crisis—Is Scaling Down the Only Way to ...,https://www.wikitree.co.kr/articles/1027965,"72M MAU Disney+ Korea: 2.36M MAU Watcha: 690K MAU With SBS and MBC now licensing content directly to Netflix and Disney+, local streaming platforms face a tougher battle ahead. Can Korean OTT... ",2025-02,2025-02-21
119,‘Impossible / It’s Possible’ Became Their Anthem,https://www.nytimes.com/2025/02/21/style/emily-giske-jennifer-percival-wedding.html?partner=naver,"Most of all, they love Disney parks or cruises, where their children also got a chance to spend time together. “We love to be in the magical Disney bubble,” Dr. Percival said. This past New... ",2025-02,2025-02-21
120,"2026년 여름 '디즈니 어드벤처 크루즈' 예약 오픈, 신규 일정 공개",https://www.stardailynews.co.kr/news/articleView.html?idxno=478324,'디즈니 크루즈 라인의 디즈니 어드벤처(Disney Adventure)'가 2026년 4월부터 9월까지의 신규 운항 일정을 공개했다. 폴리트립스(대표 최종걸)를 통해 예약이 가능하다. 디즈니 어드벤처는 오는 12월 15일 싱가포르에서 첫... ,2025-03,2025-03-10
121,"Rise of deepfakes in dramas, films ignites both excitement, concerns",https://www.koreatimes.co.kr/www/nation/2025/03/688_393417.html?na,"In the 2022 Disney+ drama &quot;Casino,&quot; Cha Moo-sik's (Choi Min-sik) appearance in his 30s was... Disney+'s 'Casino' used de-aging technology and it turned out quite well,&quot; Jung said. &quot;In 'Welcome to... ",2025-03,2025-03-05
122,"‘데어데블: 본 어게인’, 메인 포스터 공개..오늘(5일) 1·2회 동시 오픈",http://www.breaknews.com/1097675,on Disney+ has released the main poster foreshadowing the return of dark hero ‘Daredevil’ with an even... Walt Disney Company Korea] Walt Disney Company Korea announced on the 5th that “It has garnered enthusiastic... ,2025-03,2025-03-05
123,디즈니 위치정보 게임 '디즈니 스텝' 오늘부터 정식 서비스 시작,https://www.thisisgame.com/webzine/game/nboard/225/?n=207333,스텝(Disney STEP)'의 정식 서비스를 시작했습니다.리얼 라이프 보물 찾기 게임 '디즈니 스텝'이 3월... [디즈니 스텝 게임 개요 소개]타이틀: 디즈니 스텝(Disney STEP)장르: 리얼 라이프 보물 찾기... ,2025-03,2025-03-04
124,2026년 '디즈니 어드벤처 크루즈' 예약 오픈,https://www.onews.tv/news/articleView.html?idxno=236989,디즈니 어드벤처 크루즈 2026 예약 오픈.(제공=폴리트립스)©열린뉴스통신ONA  폴리트립스(대표 최종걸)는 '디즈니 크루즈 라인의 디즈니 어드벤처(Disney Adventure)'가 2026년 4월부터 9월까지의 신규 운항 일정을... ,2025-03,2025-03-10
125,"‘하이퍼나이프’ 박은빈, 나영석 PD와 첫 만남..‘채널 십오야’ 라이...",http://www.breaknews.com/1097040,"‘Channel 15ya’ live appearance Disney+ original series to be released on the 19th Break News Reporter... of Disney+ in 2025, will make a surprise appearance on YouTube’s ‘Channel 15ya’ live on the 4th. [Director... ",2025-03,2025-03-04
